번호,교과과정,학수강좌번호,교과목명,학점,이론,실습,강의요일/교시,강의실,담당교원,수업캠퍼스,비고
175,전공,ISE4026-02,산업시스템공학종합설계,3.0,3.0,0.0,금1.0-3.5,405-325(원흥관 1/3 E325 원흥 PBL),장준호,서울,산업시스템공학과전용강의/수강제한 40명
176,전공,ISE4029-01,서비스공학,3.0,3.0,0.0,화2.5-5.0,405-450(원흥관 1/3 E450 강의실),윤병운,서울,수강제한 40명
177,전공,ISE4032-01,정보시스템통합및실습,3.0,2.0,2.0,금5.5-9.0,405-347(원흥관 1/3 E347 강의실_스마트),김소정,서울,영어강의/수강제한 40명
178,전공,ISE4041-01,데이터어낼리틱스,3.0,3.0,0.0,월7.0-8.0/화7.0-8.0,405-450(원흥관 1/3 E450 강의실)/405-450(원흥관 1/3 E450 강의실),윤병운,서울,수강제한 40명
179,전공,MEC4042-01,CAE,3.0,3.0,0.0,월5.0-6.0/수2.5-3.5,405-138(원흥관 1/3 E138 기계로봇에너지공학과 종합설계실)/405-138(원흥관 1/3 E138 기계로봇에너지공학과 종합설계실),방세윤,서울,수강제한20명
180,전공,MEC4042-02,CAE,3.0,3.0,0.0,화5.0-6.0/수5.0-6.0,405-138(원흥관 1/3 E138 기계로봇에너지공학과 종합설계실)/405-138(원흥관 1/3 E138 기계로봇에너지공학과 종합설계실),방세윤,서울,수강제한20명
181,전공,MEC4073-01,로봇동역학,3.0,3.0,0.0,월6.5-7.5/수6.5-7.5,405-127(원흥관 1/3 E127 강의실)/405-350(원흥관 1/3 E350 강의실),김흥수,서울,영어강의/수강제한60명
182,전공,MEC4080-01,트랙별종합설계프로젝트,4.0,1.0,6.0,수8.0-14.5,405-250(원흥관 1/3 E250 강의실),이재훈,서울,영어강의/수강제한25명
183,전공,MEC4080-02,트랙별종합설계프로젝트,4.0,1.0,6.0,수8.0-14.5,405-350(원흥관 1/3 E350 강의실),김흥수,서울,영어강의/수강제한25명
184,전공,MEC4080-03,트랙별종합설계프로젝트,4.0,1.0,6.0,수8.0-14.5,405-127(원흥관 1/3 E127 강의실),이상용,서울,영어강의/수강제한25명
185,전공,MME4090-01,종합설계(캡스톤디자인),3.0,3.0,0.0,화8.5-11.0,401-4147(신공학관(기숙사) 4147 강의실_스마트),이철,서울,팀티칭/수강제한 80명
186,전공,MME4102-01,멀티미디어사운드처리,3.0,3.0,,화5.5-6.5/화7.0-8.0/목5.5-6.5/목7.0-8.0,310-411(중앙도서관  T-PBL실)/310-411(중앙도서관  T-PBL실)/310-411(중앙도서관  T-PBL실)/310-411(중앙도서관  T-PBL실),성연식,서울,집중이수제(Term1)/수강제한 19명
187,전공,MME4115-01,로봇비전시스템,3.0,3.0,0.0,월2.5-3.5/수2.5-3.5,401-4147(신공학관(기숙사) 4147 강의실_스마트)/401-4147(신공학관(기숙사) 4147 강의실_스마트),조성인,서울,영어강의/수강제한 35명
188,학기,PRI4027-01,이산수학,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,408-321(정보문화관Q Q301 강의실)/408-321(정보문화관Q Q301 강의실),정화용,서울,
189,학기,PRI4027-02,이산수학,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,207-623(혜화관 G607 강의실)/207-623(혜화관 G607 강의실),안영아,서울,
190,학기,PRI4027-03,이산수학,3.0,3.0,0.0,수4.5-5.5/금4.0-5.0,102-221(학술/문화관 K221 221 강의실)/102-221(학술/문화관 K221 221 강의실),안영아,서울,
191,학기,PRI4033-01,지구환경과학,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,501-203(학림관 J212 강의실)/501-203(학림관 J212 강의실),조봉연,서울,
192,학기,PRI4033-02,지구환경과학,3.0,3.0,0.0,수10.0-12.5,407-B122(정보문화관P P205 강의실),김태범,서울,
193,학기,PRI4035-01,프로그래밍기초와실습,3.0,2.0,2.0,월4.0-5.5/수3.0-4.5,408-221(정보문화관Q Q201 (Q) 공용컴퓨터실)/303-214(법학/만해관 B264 (B) 공용컴퓨터실),김윤선,서울,
194,학기,PRI4035-02,프로그래밍기초와실습,3.0,2.0,2.0,월8.5-10.0/수6.0-7.0,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)/401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),정화용,서울,
195,학기,PRI4035-03,프로그래밍기초와실습,3.0,2.0,2.0,화4.0-5.5/목4.0-5.5,102-211(학술/문화관 K211 (K) 공용컴퓨터실)/102-211(학술/문화관 K211 (K) 공용컴퓨터실),김신우,서울,
196,학기,PRI4035-04,프로그래밍기초와실습,3.0,2.0,2.0,화6.0-7.5/금6.0-7.5,405-318(원흥관 1/3 F318 (F) 공용컴퓨터실)/405-318(원흥관 1/3 F318 (F) 공용컴퓨터실),김신우,서울,
197,학기,PRI4035-05,프로그래밍기초와실습,3.0,2.0,2.0,화8.0-9.5/목8.5-10.0,405-318(원흥관 1/3 F318 (F) 공용컴퓨터실)/405-318(원흥관 1/3 F318 (F) 공용컴퓨터실),정진우,서울,
198,학기,PRI4035-06,프로그래밍기초와실습,3.0,2.0,2.0,수4.5-6.0/금4.0-5.5,405-318(원흥관 1/3 F318 (F) 공용컴퓨터실)/405-318(원흥관 1/3 F318 (F) 공용컴퓨터실),이명숙,서울,
199,학기,PRI4035-07,프로그래밍기초와실습,3.0,2.0,2.0,수8.0-9.5/금8.0-9.5,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)/401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),송양의,서울,
200,학기,PRI4035-08,프로그래밍기초와실습,3.0,2.0,2.0,수8.0-9.5/금8.0-9.5,202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)/202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),김경자,서울,
201,학기,PRI4035-09,프로그래밍기초와실습,3.0,2.0,2.0,월10.5-14.0,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),홍성옥,서울,
202,학기,PRI4035-10,프로그래밍기초와실습,3.0,2.0,2.0,수10.0-13.5,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),홍성옥,서울,
203,학기,PRI4036-01,수치해석및실습,3.0,3.0,0.0,화2.5-3.5/목2.5-3.5,307-333(명진관 A333 강의실)/307-333(명진관 A333 강의실),윤인식,서울,
204,학기,PRI4036-02,수치해석및실습,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,407-B122(정보문화관P P205 강의실)/407-B122(정보문화관P P205 강의실),윤인식,서울,
205,학기,PRI4036-03,수치해석및실습,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,407-B108(정보문화관P P203 강의실)/407-B108(정보문화관P P203 강의실),박기두,서울,
206,학기,PRI4036-04,수치해석및실습,3.0,3.0,0.0,수10.0-12.5,408-329(정보문화관Q Q302 강의실),박기두,서울,
207,학기,PRI4039-01,인터넷프로그래밍,3.0,2.0,2.0,화4.0-5.5/목4.0-5.5,202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)/202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),윤덕희,서울,
208,학기,PRI4039-02,인터넷프로그래밍,3.0,2.0,2.0,화8.0-9.5/목8.5-10.0,202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)/202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),장은실,서울,
209,학기,PRI4039-03,인터넷프로그래밍,3.0,2.0,2.0,목10.5-14.0,202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),봉정식,서울,
210,학기,PRI4041-01,공학경제,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,501-316(학림관 J315 강의실)/501-316(학림관 J315 강의실),김소정,서울,2-4학년대상
211,학기,PRI4041-02,공학경제,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,501-316(학림관 J315 강의실)/501-316(학림관 J315 강의실),서용윤,서울,2-4학년대상
212,학기,PRI4041-03,공학경제,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,501-316(학림관 J315 강의실)/501-316(학림관 J315 강의실),전성범,서울,2-4학년대상
213,학기,PRI4041-04,공학경제,3.0,3.0,0.0,수8.0-9.0/금8.0-9.0,501-316(학림관 J315 강의실)/501-316(학림관 J315 강의실),김재국,서울,2-4학년대상
214,학기,PRI4041-05,공학경제,3.0,3.0,0.0,화10.0-12.5,407-B105(정보문화관P P202 강의실),홍성조,서울,2-4학년대상
215,전필,DUF2003-01,IntroductiontoEngineering,1.0,1.0,0.0,수5.0-5.5,405-639(원흥관 1/3 E639 특화설계실),성관제,서울,영어강의/기계로봇에너지공학과 1학년 전용/ 수강제한 20명 
216,전필,DUF2003-02,IntroductiontoEngineering,1.0,1.0,0.0,수6.0-6.5,405-639(원흥관 1/3 E639 특화설계실),성관제,서울,영어강의/기계로봇에너지공학과 1학년 전용/ 수강제한 20명 
217,전필,DUF2003-03,IntroductiontoEngineering,1.0,1.0,0.0,수7.0-7.5,405-639(원흥관 1/3 E639 특화설계실),성관제,서울,영어강의/기계로봇에너지공학과 1학년 전용/ 수강제한 20명 
218,전필,ARC2015-01,재료역학,3.0,3.0,0.0,월5.0-6.0/수5.0-6.0,405-541(원흥관 1/3 E541 강의실)/405-541(원흥관 1/3 E541 강의실),박관순,서울,영어강의/수강제한 40명 
219,전필,ARC2020-01,건조역학1,3.0,3.0,0.0,수2.0-3.0/금2.0-3.0,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),성은희,서울,수강제한 40명 
220,전필,ARC2024-01,건축열환경공학,3.0,3.0,0.0,화3.5-4.5/목1.5-2.5,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),양인호,서울,영어강의/수강제한 40명
221,전필,ARC2026-01,어드벤처디자인,3.0,3.0,0.0,월8.5-11.0,405-541(원흥관 1/3 E541 강의실),조대구,서울,수강제한 50명
222,전필,CEN2018-01,공업물리화학,3.0,3.0,0.0,월1.0-2.0/수1.0-2.0,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),김교범,서울,수강제한40명
223,전필,CEN2018-02,공업물리화학,3.0,3.0,0.0,월4.0-5.0/금4.0-5.0,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),박명철,서울,수강제한60명
224,전필,CEN2022-01,화공양론,3.0,3.0,0.0,화8.5-9.5/목7.0-8.0,405-347(원흥관 1/3 E347 강의실_스마트)/405-347(원흥관 1/3 E347 강의실_스마트),원기훈,서울,수강제한60명
225,전필,CEN2022-02,화공양론,3.0,3.0,0.0,월5.5-6.5/수7.0-8.0,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),강택진,서울,수강제한60명
226,전필,CEN2026-01,재료공학,3.0,3.0,0.0,월2.5-3.5/수2.5-3.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),한정인,서울,수강제한50명 영어강의
227,전필,CEN2028-01,응용미생물학,3.0,3.0,0.0,월7.0-8.0/수5.5-6.5,405-347(원흥관 1/3 E347 강의실_스마트)/405-347(원흥관 1/3 E347 강의실_스마트),원기훈,서울,수강제한40명
228,전필,CEN2030-01,공업유기화학1,3.0,3.0,0.0,화2.5-3.5/목2.5-3.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),박상권,서울,수강제한60명
229,전필,CEN2030-02,공업유기화학1,3.0,3.0,0.0,목5.5-6.5/금2.5-3.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),박상권,서울,수강제한60명
230,전필,CEN2032-01,화공생물공학개론,1.0,1.0,0.0,수8.5-9.0,405-347(원흥관 1/3 E347 강의실_스마트),강택진,서울,P/F/ 1학년 대상/ 수강제한 70명 팀티칭
231,전필,CSE2014-01,기초프로그래밍,3.0,2.0,2.0,화7.0-8.5/수2.0-3.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),김명준,서울,
232,전필,CSE2014-02,기초프로그래밍,3.0,2.0,2.0,월6.0-7.5/수7.0-8.5,401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),안종석,서울,수강인원 40명 제한
233,전필,CSE2014-03,기초프로그래밍,3.0,2.0,2.0,수9.0-10.5/금2.0-3.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),김시명,서울,
234,전필,CSE2014-04,기초프로그래밍,3.0,2.0,2.0,수5.0-6.5/목2.0-3.5,401-6144(신공학관(기숙사) 6144 강의실)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),김명준,서울,
235,전필,CSE2018-01,컴퓨터구성,3.0,2.0,2.0,월2.0-3.5/화7.0-8.5,401-6144(신공학관(기숙사) 6144 강의실)/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),장태무,서울,
236,전필,CSE2018-02,컴퓨터구성,3.0,2.0,2.0,월0.0-1.5/화1.0-2.5,401-6144(신공학관(기숙사) 6144 강의실)/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),장태무,서울,
237,전필,CSE2018-03,컴퓨터구성,3.0,2.0,2.0,화5.0-6.5/금2.0-3.5,303-211(법학/만해관 B263 강의실)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),김경자,서울,
238,전필,CSE2022-01,심화프로그래밍,3.0,2.0,2.0,화2.0-3.5/수2.0-3.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),윤성림,서울,수강인원 32명
239,전필,CSE2022-02,심화프로그래밍,3.0,2.0,2.0,월7.0-8.5/화5.0-6.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),윤성림,서울,수강인원 32명
240,전필,CSE2027-01,객체지향프로그래밍,3.0,2.0,2.0,화2.0-3.5/수9.0-10.5,401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),이호정,서울,
241,전필,CSE2027-02,객체지향프로그래밍,3.0,2.0,2.0,수7.0-8.5/목5.0-6.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),박재철,서울,
242,전필,CSE2027-03,객체지향프로그래밍,3.0,2.0,2.0,화9.0-10.5/목2.0-3.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),박재철,서울,
243,전필,CSE2027-04,객체지향프로그래밍,3.0,2.0,2.0,월9.0-10.5/목7.0-8.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),한인,서울,
244,전필,MME2050-01,어드벤처디자인,3.0,3.0,0.0,목5.5-8.0,401-4147(신공학관(기숙사) 4147 강의실_스마트),조성인,서울,수강제한 50명
245,전공,ARC4036-01,건설시공및공법2,3.0,3.0,0.0,월2.5-3.5/수2.5-3.5,405-541(원흥관 1/3 E541 강의실)/405-541(원흥관 1/3 E541 강의실),이재섭,서울,수강제한 40명
246,전공,ARC4037-01,설계도서및견적,3.0,2.0,2.0,금8.0-11.5,405-543(원흥관 1/3 E543 건축학과 세미나실),황광범,서울,
247,전공,ARC4046-01,건축구조해석,3.0,3.0,0.0,화5.0-6.0/목5.0-6.0,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),박관순,서울,영어강의/수강제한 20명
248,전공,ARC4057-01,건축공학종합설계1,3.0,1.0,4.0,수8.5-13.0,405-543(원흥관 1/3 E543 건축학과 세미나실),최종수,서울,수강제한 40명
249,전공,ARC4057-02,건축공학종합설계1,3.0,1.0,4.0,수8.5-13.0,405-541(원흥관 1/3 E541 강의실),양인호,서울,수강제한 40명
250,전공,ARC4061-01,건설사업관리,3.0,3.0,1.0,월4.5-6.0/수4.5-6.0,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),최종수,서울,영어강의/수강제한 40명
251,전공,ARC4062-01,건물유틸리티및방재시스템,3.0,3.0,0.0,화1.5-2.5/목3.5-4.5,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),양인호,서울,수강제한 40명
252,전공,ARC4063-01,건축리스크관리,3.0,2.0,2.0,화8.5-12.0,405-543(원흥관 1/3 E543 건축학과 세미나실),박관순,서울,팀티칭/수강제한 40명
253,전공,ARC4065-01,철근콘크리트설계1,3.0,3.0,0.0,화7.0-8.0/목7.0-8.0,405-543(원흥관 1/3 E543 건축학과 세미나실)/405-543(원흥관 1/3 E543 건축학과 세미나실),유승룡,서울,수강제한 40명
254,전공,CEN4039-01,반응공학,3.0,3.0,0.0,화7.0-8.0/금5.5-6.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),박상권,서울,수강제한60명
255,전공,CEN4039-02,반응공학,3.0,3.0,0.0,화8.5-9.5/수5.5-6.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),박상권,서울,수강제한60명
256,전공,CEN4043-01,생물화학공학,3.0,3.0,0.0,월4.0-5.0/화4.0-5.0,405-347(원흥관 1/3 E347 강의실_스마트)/405-347(원흥관 1/3 E347 강의실_스마트),원기훈,서울,수강제한60명
257,전공,CEN4043-02,생물화학공학,3.0,3.0,0.0,월1.0-2.0/수2.5-3.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-250(원흥관 1/3 E250 강의실),강택진,서울,수강제한60명
258,전공,CEN4046-01,콜로이드공학,3.0,3.0,0.0,월2.5-3.5/금2.5-3.5,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),임종주,서울,수강제한25명 영어강의
259,전공,CEN4049-01,화공열역학,3.0,3.0,0.0,월4.0-5.0/수1.0-2.0,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),마이클존빈스,서울,수강제한50명 팀티칭 영어강의(English Course)
260,전공,CEN4049-02,화공열역학,3.0,3.0,0.0,월5.5-6.5/화4.0-5.0,405-347(원흥관 1/3 E347 강의실_스마트)/405-127(원흥관 1/3 E127 강의실),마이클존빈스,서울,수강제한60명 영어강의
261,전공,CEN4050-01,화공유체역학,3.0,3.0,0.0,화1.0-2.0/목5.5-6.5,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),홍성규,서울,수강제한60명
262,전공,CEN4050-02,화공유체역학,3.0,3.0,0.0,월1.0-2.0/수2.5-3.5,405-127(원흥관 1/3 E127 강의실)/405-127(원흥관 1/3 E127 강의실),마이클존빈스,서울,수강제한60명 영어강의
263,전공,CEN4051-01,화학공정제어,3.0,3.0,0.0,월8.5-9.5/화5.5-6.5,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),마이클존빈스,서울,수강제한60명 영어강의
264,전공,CEN4068-01,화공생물공학단위조작실험1,3.0,0.0,6.0,월7.0-12.5,405-134(원흥관 1/3 E134 화공생물공학 실험실),임종주,서울,수강제한25명
265,전공,CEN4068-02,화공생물공학단위조작실험1,3.0,0.0,6.0,수7.0-12.5,405-134(원흥관 1/3 E134 화공생물공학 실험실),홍성규,서울,수강제한25명
266,전공,CEN4068-03,화공생물공학단위조작실험1,3.0,0.0,6.0,목7.0-12.5,405-134(원흥관 1/3 E134 화공생물공학 실험실),박상권,서울,수강제한25명
267,전공,CEN4068-04,화공생물공학단위조작실험1,3.0,0.0,6.0,금7.0-12.5,405-134(원흥관 1/3 E134 화공생물공학 실험실),한정인,서울,수강제한25명
268,전공,CEN4069-01,화공생물공학단위조작실험2,3.0,0.0,6.0,화7.0-12.5,405-240(원흥관 1/3 E240 화공생물공학실험실3),박상진,서울,수강제한27명
269,전공,CEN4069-02,화공생물공학단위조작실험2,3.0,0.0,6.0,수7.0-12.5,405-240(원흥관 1/3 E240 화공생물공학실험실3),김교범,서울,수강제한27명
270,전공,CEN4069-03,화공생물공학단위조작실험2,3.0,0.0,6.0,목7.0-12.5,405-240(원흥관 1/3 E240 화공생물공학실험실3),최민재,서울,수강제한27명
271,전공,CEN4069-04,화공생물공학단위조작실험2,3.0,0.0,6.0,금7.0-12.5,405-240(원흥관 1/3 E240 화공생물공학실험실3),강택진,서울,수강제한27명
272,전공,CEN4073-01,화장품및바이오소재,3.0,3.0,,화5.5-6.5/금2.5-3.5,405-347(원흥관 1/3 E347 강의실_스마트)/405-347(원흥관 1/3 E347 강의실_스마트),최현경,서울,수강제한50명
273,전공,CEN4075-01,단위조작,3.0,3.0,,월7.0-8.0/수4.0-5.0,405-650(원흥관 1/3 E650 강의실_스마트)/405-650(원흥관 1/3 E650 강의실_스마트),이의수,서울,수강제한50명
274,전공,CEN4077-01,고분자소재 및 응용,3.0,3.0,0.0,월5.5-6.5/금5.5-6.5,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),박명철,서울,수강제한60명
275,전공,CEN4079-01,분자생명공학,3.0,3.0,0.0,화2.5-3.5/목2.5-3.5,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),김교범,서울,수강제한40명 영어강의
276,전공,CEN4080-01,에너지소재및소자개론,3.0,3.0,0.0,화2.5-3.5/목5.5-6.5,405-347(원흥관 1/3 E347 강의실_스마트)/405-347(원흥관 1/3 E347 강의실_스마트),최민재,서울,수강제한50명
277,전공,CEN4081-01,화공생물공학종합설계,3.0,3.0,0.0,목2.5-5.0,405-347(원흥관 1/3 E347 강의실_스마트),최민재,서울,수강제한30명
278,전공,CEN4081-02,화공생물공학종합설계,3.0,3.0,0.0,목2.5-5.0,405-127(원흥관 1/3 E127 강의실),이재철,서울,수강제한30명
279,전공,CIV4005-01,구조역학,3.0,3.0,0.0,화3.5-4.5/금3.5-4.5,405-550(원흥관 1/3 E550 강의실_스마트)/405-550(원흥관 1/3 E550 강의실_스마트),이지호,서울,영어강의
280,전공,CIV4010-01,토질역학1및실험,3.0,2.0,2.0,월2.5-4.0/수2.5-4.0,405-550(원흥관 1/3 E550 강의실_스마트)/405-550(원흥관 1/3 E550 강의실_스마트),김범주,서울,
281,전공,CIV4015-01,수리학및실험,3.0,2.0,2.0,화7.5-9.0/목7.5-9.0,405-550(원흥관 1/3 E550 강의실_스마트)/405-550(원흥관 1/3 E550 강의실_스마트),이상일,서울,
282,전공,CIV4020-01,건설프로젝트관리,3.0,3.0,0.0,금7.0-9.5,405-550(원흥관 1/3 E550 강의실_스마트),조지훈,서울,
283,전공,CIV4041-01,기초공학,3.0,3.0,0.0,금1.0-3.5,405-546(원흥관 1/3 E546 건설환경 학과세미나실),장연수,서울,영어강의
284,전공,CIV4061-01,철근콘크리트,3.0,3.0,0.0,월5.0-6.0/목2.5-3.5,405-550(원흥관 1/3 E550 강의실_스마트)/405-550(원흥관 1/3 E550 강의실_스마트),이지호,서울,영어강의
285,전공,CIV4066-01,수처리플랜트공학및실험,3.0,2.0,2.0,월6.5-8.0/수5.0-6.5,405-302(원흥관 1/3 F302 환경공학실험실)/405-550(원흥관 1/3 E550 강의실_스마트),조봉연,서울,영어강의
286,전공,CIV4068-01,건설환경캡스톤디자인,3.0,1.0,4.0,금5.0-9.5,405-512(원흥관 1/3 F512 구조공학 실습실),강주현,서울,
287,전공,CIV4071-01,지반방재공학,3.0,3.0,0.0,월7.5-8.5/수7.5-8.5,405-512(원흥관 1/3 F512 구조공학 실습실)/405-512(원흥관 1/3 F512 구조공학 실습실),김범주,서울,영어강의
288,전공,CSE4029-01,컴퓨터알고리즘과실습,3.0,2.0,2.0,월2.0-3.5/수5.0-6.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),주종화,서울,수강인원 32명 제한
289,전공,CSE4029-02,컴퓨터알고리즘과실습,3.0,2.0,2.0,화5.0-6.5/목5.0-6.5,401-10120(신공학관(기숙사) 10120 컴퓨터공학 세미나실1)/401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),주종화,서울,수강인원 25명 제한
290,전공,CSE4031-01,형식언어,3.0,3.0,0.0,수10.0-11.0/금2.5-3.5,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),손윤식,서울,
291,전공,CSE4031-02,형식언어,3.0,3.0,0.0,화5.5-6.5/금5.5-6.5,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),손윤식,서울,
292,전공,CSE4033-01,운영체제,3.0,3.0,0.0,월8.0-9.0/수8.5-9.5,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),이강우,서울,
293,전공,CSE4033-02,운영체제,3.0,3.0,0.0,화7.0-8.0/목5.5-6.5,401-6144(신공학관(기숙사) 6144 강의실)/401-6144(신공학관(기숙사) 6144 강의실),정준호,서울,수강인원 72명 제한
294,전공,CSE4037-01,데이터베이스시스템,3.0,3.0,0.0,월2.0-3.0/수7.0-8.0,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),이용규,서울,
295,전공,CSE4037-02,데이터베이스시스템,3.0,3.0,0.0,월5.5-6.5/수2.0-3.0,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),이용규,서울,
296,전공,CSE4043-01,컴퓨터네트워킹,3.0,3.0,0.0,화7.0-8.0/목7.5-8.5,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),안종석,서울,수강인원 50명 제한
297,전공,CSE4043-02,컴퓨터네트워킹,3.0,3.0,0.0,화2.5-3.5/목5.5-6.5,401-5145(신공학관(기숙사) 5145 강의실)/401-5145(신공학관(기숙사) 5145 강의실),안종석,서울,수강인원 50명 제한
298,전공,CSE4044-01,컴퓨터보안,3.0,2.0,2.0,월5.0-6.5/수5.0-6.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),정준호,서울,
299,전공,CSE4044-02,컴퓨터보안,3.0,2.0,2.0,월9.5-11.0/금6.0-7.5,401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))/401-6144(신공학관(기숙사) 6144 강의실),문봉교,서울,
300,전공,CSE4051-01,객체지향설계와패턴,3.0,2.0,2.0,화5.0-6.5/수2.0-3.5,401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))/401-6144(신공학관(기숙사) 6144 강의실),최은만,서울,
301,전공,CSE4060-01,컴퓨터그래픽스입문,3.0,2.0,2.0,수9.0-10.5/금2.0-3.5,401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),강태선,서울,
302,전공,CSE4060-02,컴퓨터그래픽스입문,3.0,2.0,2.0,수5.0-6.5/금5.0-6.5,401-5145(신공학관(기숙사) 5145 강의실)/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),강태선,서울,
